Person_ID,PartTime
0,PartTime
1,FullTime
2,FullTime
3,FullTime
4,FullTime
5,FullTime
6,FullTime
7,PartTime
8,FullTime
9,FullTime
10,PartTime
11,FullTime
12,FullTime
13,FullTime
14,PartTime
15,FullTime
16,FullTime
17,PartTime
18,FullTime
19,FullTime
20,PartTime
21,PartTime
22,FullTime
23,FullTime
24,PartTime
25,PartTime
26,PartTime
27,PartTime
28,FullTime
29,FullTime
30,FullTime
31,PartTime
32,PartTime
33,FullTime
34,FullTime
35,FullTime
36,FullTime
37,FullTime
38,FullTime
39,FullTime
40,FullTime
41,PartTime
42,FullTime
43,FullTime
44,FullTime
45,FullTime
46,FullTime
47,FullTime
48,FullTime
49,FullTime
50,FullTime
51,FullTime
52,FullTime
53,FullTime
54,FullTime
55,PartTime
56,FullTime
57,FullTime
58,FullTime
59,FullTime
60,FullTime
61,FullTime
62,FullTime
63,FullTime
64,FullTime
65,FullTime
66,FullTime
67,FullTime
68,FullTime
69,PartTime
70,PartTime
71,PartTime
72,FullTime
73,FullTime
74,FullTime
75,PartTime
76,PartTime
77,PartTime
78,FullTime
79,FullTime
80,FullTime
81,PartTime
82,PartTime
83,FullTime
84,PartTime
85,PartTime
86,FullTime
87,FullTime
88,FullTime
89,FullTime
90,FullTime
91,PartTime
92,FullTime
93,FullTime
94,PartTime
95,FullTime
96,FullTime
97,FullTime
98,PartTime
99,FullTime
100,PartTime
101,FullTime
102,FullTime
103,FullTime
104,FullTime
105,FullTime
106,FullTime
107,FullTime
108,FullTime
109,FullTime
110,FullTime
111,FullTime
112,PartTime
113,FullTime
114,FullTime
115,FullTime
116,PartTime
117,FullTime
118,FullTime
119,FullTime
120,FullTime
121,FullTime
122,PartTime
123,FullTime
124,FullTime
125,PartTime
126,FullTime
127,FullTime
128,FullTime
129,FullTime
130,PartTime
131,PartTime
132,FullTime
133,PartTime
134,FullTime
135,FullTime
136,FullTime
137,PartTime
138,PartTime
139,PartTime
140,FullTime
141,FullTime
142,FullTime
143,FullTime
144,FullTime
145,FullTime
146,FullTime
147,FullTime
148,PartTime
149,FullTime
150,FullTime
151,FullTime
152,FullTime
153,FullTime
154,FullTime
155,FullTime
156,FullTime
157,FullTime
158,FullTime
159,FullTime
160,FullTime
161,FullTime
162,PartTime
163,PartTime
164,FullTime
165,FullTime
166,FullTime
167,PartTime
168,PartTime
169,FullTime
170,FullTime
171,FullTime
172,PartTime
173,FullTime
174,FullTime
175,FullTime
176,FullTime
177,FullTime
178,FullTime
179,FullTime
180,FullTime
181,FullTime
182,PartTime
183,FullTime
184,FullTime
185,FullTime
186,FullTime
187,PartTime
188,PartTime
189,FullTime
190,FullTime
191,FullTime
192,PartTime
193,FullTime
194,FullTime
195,FullTime
196,FullTime
197,FullTime
198,FullTime
199,PartTime
200,FullTime
201,FullTime
202,FullTime
203,FullTime
204,PartTime
205,FullTime
206,FullTime
207,FullTime
208,FullTime
209,PartTime
210,FullTime
211,PartTime
212,PartTime
213,PartTime
214,PartTime
215,FullTime
216,FullTime
217,FullTime
218,FullTime
219,PartTime
220,FullTime
221,PartTime
222,PartTime
223,FullTime
224,FullTime
225,PartTime
226,FullTime
227,FullTime
228,FullTime
229,FullTime
230,FullTime
231,FullTime
232,FullTime
233,PartTime
234,FullTime
235,PartTime
236,FullTime
237,FullTime
238,FullTime
239,FullTime
240,FullTime
241,PartTime
242,PartTime
243,FullTime
244,PartTime
245,FullTime
246,FullTime
247,PartTime
248,PartTime
249,FullTime
250,FullTime
251,FullTime
252,FullTime
253,PartTime
254,PartTime
255,FullTime
256,PartTime
257,PartTime
258,FullTime
259,FullTime
260,PartTime
261,PartTime
262,FullTime
263,PartTime
264,FullTime
265,FullTime
266,PartTime
267,PartTime
268,FullTime
269,PartTime
270,PartTime
271,FullTime
272,FullTime
273,FullTime
274,PartTime
275,FullTime
276,PartTime
277,PartTime
278,FullTime
279,FullTime
280,PartTime
281,FullTime
282,FullTime
283,FullTime
284,FullTime
285,FullTime
286,FullTime
287,FullTime
288,FullTime
289,FullTime
290,FullTime
291,PartTime
292,PartTime
293,PartTime
294,FullTime
295,FullTime
296,FullTime
297,FullTime
298,FullTime
299,FullTime
300,PartTime
301,PartTime
302,FullTime
303,FullTime
304,FullTime
305,FullTime
306,PartTime
307,PartTime
308,FullTime
309,FullTime
310,FullTime
311,FullTime
312,PartTime
313,PartTime
314,FullTime
315,FullTime
316,PartTime
317,FullTime
318,PartTime
319,FullTime
320,PartTime
321,FullTime
322,PartTime
323,FullTime
324,FullTime
325,FullTime
326,PartTime
327,FullTime
328,FullTime
329,PartTime
330,PartTime
331,PartTime
332,FullTime
333,PartTime
334,PartTime
335,FullTime
336,FullTime
337,FullTime
338,FullTime
339,FullTime
340,FullTime
341,PartTime
342,FullTime
343,FullTime
344,PartTime
345,FullTime
346,FullTime
347,PartTime
348,FullTime
349,PartTime
350,FullTime
351,FullTime
352,FullTime
353,FullTime
354,FullTime
355,PartTime
356,FullTime
357,FullTime
358,FullTime
359,FullTime
360,PartTime
361,PartTime
362,FullTime
363,FullTime
364,FullTime
365,PartTime
366,FullTime
367,FullTime
368,FullTime
369,FullTime
370,FullTime
371,FullTime
372,FullTime
373,FullTime
374,FullTime
375,FullTime
376,FullTime
377,FullTime
378,PartTime
379,FullTime
380,FullTime
381,FullTime
382,FullTime
383,PartTime
384,FullTime
385,FullTime
386,FullTime
387,FullTime
388,FullTime
389,PartTime
390,PartTime
391,PartTime
392,FullTime
393,PartTime
394,FullTime
395,PartTime
396,FullTime
397,FullTime
398,PartTime
399,FullTime
400,PartTime
401,FullTime
402,FullTime
403,PartTime
404,FullTime
405,FullTime
406,PartTime
407,FullTime
408,PartTime
409,PartTime
410,FullTime
411,FullTime
412,PartTime
413,PartTime
414,PartTime
415,FullTime
416,FullTime
417,PartTime
418,FullTime
419,PartTime
420,PartTime
421,FullTime
422,FullTime
423,FullTime
424,PartTime
425,FullTime
426,FullTime
427,FullTime
428,PartTime
429,PartTime
430,PartTime
431,FullTime
432,FullTime
433,FullTime
434,FullTime
435,FullTime
436,PartTime
437,FullTime
438,FullTime
439,PartTime
440,FullTime
441,FullTime
442,FullTime
443,PartTime
444,PartTime
445,FullTime
446,FullTime
447,FullTime
448,PartTime
449,PartTime
450,PartTime
451,PartTime
452,FullTime
453,FullTime
454,FullTime
455,FullTime
456,PartTime
457,FullTime
458,FullTime
459,PartTime
460,FullTime
461,FullTime
462,FullTime
463,FullTime
464,FullTime
465,PartTime
466,FullTime
467,FullTime
468,PartTime
469,PartTime
470,PartTime
471,FullTime
472,FullTime
473,PartTime
474,PartTime
475,PartTime
476,PartTime
477,FullTime
478,FullTime
479,FullTime
480,FullTime
481,PartTime
482,FullTime
483,FullTime
484,PartTime
485,FullTime
486,FullTime
487,PartTime
488,PartTime
489,FullTime
490,FullTime
491,FullTime
492,PartTime
493,FullTime
494,PartTime
495,FullTime
496,FullTime
497,FullTime
498,FullTime
499,PartTime
500,PartTime
501,PartTime
502,FullTime
503,FullTime
